#time,6411_s,6412_s,6413_s,6414_s,6431_s,6432_s,6433_s,6434_s,6435_s,6436_s,6437_s,6438_s,6439_s,6440_s,6531_s,6532_s,6533_s,6534_s,6535_s,6611_s,6631_s,6632_s,6633_s,6634_s,6635_s,6636_s,6411_e,6412_e,6413_e,6414_e,6431_e,6432_e,6433_e,6434_e,6435_e,6436_e,6437_e,6438_e,6439_e,6440_e,6531_e,6532_e,6533_e,6534_e,6535_e,6611_e,6631_e,6632_e,6633_e,6634_e,6635_e,6636_e,6411_i,6412_i,6413_i,6414_i,6431_i,6432_i,6433_i,6434_i,6435_i,6436_i,6437_i,6438_i,6439_i,6440_i,6531_i,6532_i,6533_i,6534_i,6535_i,6611_i,6631_i,6632_i,6633_i,6634_i,6635_i,6636_i,6411_r,6412_r,6413_r,6414_r,6431_r,6432_r,6433_r,6434_r,6435_r,6436_r,6437_r,6438_r,6439_r,6440_r,6531_r,6532_r,6533_r,6534_r,6535_r,6611_r,6631_r,6632_r,6633_r,6634_r,6635_r,6636_r,6411_d,6412_d,6413_d,6414_d,6431_d,6432_d,6433_d,6434_d,6435_d,6436_d,6437_d,6438_d,6439_d,6440_d,6531_d,6532_d,6533_d,6534_d,6535_d,6611_d,6631_d,6632_d,6633_d,6634_d,6635_d,6636_d
30,158664,760159,130217,277445,270325,296952,274556,236717,420203,238442,96256,355123,186883,309676,271129,252785,171780,245359,105313,200432,200406,119921,119717,179141,156251,99762,28,276,58,61,29,27,66,29,51,46,4,74,21,30,37,36,13,54,1,21,11,2,13,11,15,17,43,459,75,86,61,53,142,56,112,60,7,150,51,55,39,48,43,103,11,27,44,11,22,28,12,13,404,3072,516,979,592,638,995,474,1249,693,421,1137,464,562,444,476,444,373,174,554,565,347,519,623,243,236,19,78,13,24,3,22,19,6,55,18,63,47,8,14,7,22,7,4,6,9,17,23,32,39,5,16
31,158653,760069,130205,277426,270312,296942,274556,236697,420181,238429,96254,355090,186874,309653,271120,252774,171771,245337,105312,200424,200403,119921,119715,179134,156249,99756,35,314,65,69,30,30,82,26,60,50,5,76,23,35,46,41,16,61,2,22,13,2,13,8,13,19,51,493,72,87,56,53,141,53,109,58,5,148,52,52,55,55,47,107,10,27,39,10,23,23,11,12,413,3094,522,985,596,644,1008,476,1258,693,423,1146,468,573,446,477,445,376,174,558,567,347,520,624,247,236,19,78,13,24,3,22,19,6,56,19,63,47,8,14,7,22,7,4,6,9,18,23,32,39,5,16
32,158635,759978,130189,277406,270302,296934,274519,236682,420161,238398,96254,355059,186856,309635,271102,252748,171755,245317,105311,200405,200401,119921,119708,179127,156244,99746,35,341,71,76,39,38,66,46,71,63,7,94,29,55,38,40,17,65,3,26,16,2,12,15,15,25,42,476,72,85,46,48,125,46,99,52,5,139,48,48,57,43,43,97,10,27,35,8,21,16,13,14,416,3122,531,996,605,646,1025,479,1272,695,425,1163,470,579,447,480,449,390,175,562,572,348,522,629,248,237,19,79,13,24,3,22,19,6,56,19,63,47,8,14,7,24,7,4,6,9,18,23,32,39,5,16
33,158624,759916,130171,277390,270302,296921,274479,236671,420127,238398,96247,355038,186841,309624,271096,252724,171755,245304,105311,200395,200401,119921,119702,179122,156244,99741,50,401,81,91,49,40,103,61,91,94,7,120,46,71,53,66,33,82,4,41,18,2,17,22,18,32,36,457,84,76,45,43,130,51,102,61,3,126,45,48,56,46,40,88,10,26,36,8,22,14,13,13,428,3170,537,1003,615,657,1041,486,1282,701,425,1177,475,585,448,492,453,403,175,566,576,350,526,636,248,238,19,79,13,24,3,22,19,6,56,19,63,47,8,14,7,24,7,4,6,9,18,23,32,39,5,16
34,158615,759885,130169,277378,270302,296917,274479,236671,420127,238398,96244,355022,186834,309621,271093,252722,171755,245296,105311,200381,200401,119921,119696,179122,156238,99736,57,436,81,102,36,52,123,62,110,74,13,129,57,72,57,87,32,91,3,51,12,2,22,27,16,37,42,518,84,96,47,51,128,59,110,73,4,139,48,55,60,57,38,89,10,35,38,9,24,18,21,21,438,3216,543,1017,629,663,1055,491,1294,712,428,1201,482,595,451,492,457,416,176,567,581,350,526,638,250,239,19,79,13,24,3,22,20,6,56,19,63,48,8,14,7,24,7,4,6,9,18,23,32,39,5,16
35,158611,759788,130156,277368,270283,296912,274439,236652,420108,238337,96241,355009,186832,309611,271088,252718,171754,245288,105309,200379,200385,119916,119694,179122,156238,99735,57,364,70,91,29,44,106,54,91,62,15,122,58,66,51,78,28,93,3,55,9,1,25,22,14,34,50,580,105,114,53,58,157,67,125,91,7,155,57,63,75,72,39,114,11,34,42,10,28,21,22,29,441,3256,556,1020,633,667,1074,491,1305,712,428,1211,485,597,456,492,463,420,176,568,582,350,527,639,250,239,19,81,13,24,4,22,20,6,56,19,63,48,8,14,7,24,7,5,6,9,18,23,32,39,5,16
36,158592,759709,130126,277350,270267,296899,274411,236632,420096,238332,96237,354987,186815,309599,271081,252698,171743,245276,105308,200361,200379,119914,119682,179109,156224,99734,53,371,61,77,42,40,117,65,95,105,15,114,51,65,41,67,26,71,4,53,21,5,23,19,13,27,61,651,114,128,66,68,144,71,129,91,9,177,64,85,75,73,47,136,8,42,36,5,29,27,24,34,441,3283,557,1026,633,669,1074,491,1305,712,428,1216,485,600,456,492,465,425,176,573,582,349,527,639,250,239,19,82,13,24,4,22,20,6,56,19,63,48,8,14,7,24,7,5,6,9,18,24,32,39,5,16
37,158580,759627,130097,277328,270228,296871,274358,236602,420063,238311,96233,354948,186765,309572,271066,252683,171726,245247,105301,200232,200370,119913,119672,179091,156221,99731,61,360,79,76,45,43,145,65,85,97,17,103,59,54,39,76,28,61,4,63,24,7,33,25,25,22,77,718,123,142,73,69,173,80,130,122,9,190,78,95,90,94,58,148,9,57,34,4,33,33,27,44,441,3299,560,1031,633,669,1087,507,1323,725,428,1225,487,601,465,502,466,425,180,573,591,354,528,640,250,240,19,85,13,24,4,22,20,6,56,19,63,50,8,14,7,24,7,5,6,9,18,24,32,39,5,16
38,158568,759491,130063,277276,270208,296858,274321,236572,420019,238282,96229,354915,186754,309544,271012,252665,171713,245206,105294,200212,200360,119910,119656,179079,156212,99728,55,351,92,78,74,63,161,80,98,87,21,111,91,63,36,65,29,70,10,173,31,8,36,36,23,15,83,690,135,147,64,78,187,88,154,117,16,201,88,95,91,117,49,151,6,67,24,3,33,36,24,48,443,3323,567,1037,636,676,1094,512,1342,725,428,1243,491,609,468,507,471,433,180,577,595,355,531,641,252,240,19,85,13,24,4,22,21,7,56,19,63,50,8,14,7,24,7,5,6,9,18,24,32,39,5,16
39,158535,759269,130035,277220,270157,296835,274273,236547,419984,238238,96221,354843,186728,309509,270987,252628,171706,245160,105291,200191,200352,119906,119646,179072,156201,99726,56,425,108,114,94,63,158,99,108,116,18,123,87,80,84,59,42,98,17,183,41,11,46,43,32,13,85,640,128,152,58,71,172,83,142,108,19,196,79,96,88,114,41,147,4,76,20,3,38,33,29,51,448,3412,573,1048,645,680,1120,515,1351,730,428,1253,495,620,473,508,480,443,183,577,605,356,537,643,255,241,19,86,13,24,4,22,21,7,57,19,63,50,9,14,7,24,7,5,6,9,18,24,32,39,5,16
40,158527,759146,130020,277195,270148,296817,274248,236516,419937,238238,96215,354825,186721,309506,270965,252608,171694,245130,105291,200174,200351,119906,119641,179067,156194,99724,80,616,134,158,145,82,206,124,143,160,23,179,106,112,106,94,49,136,20,190,49,15,50,50,37,10,88,685,126,146,72,70,199,91,155,155,20,190,74,100,87,108,42,132,6,75,34,7,36,27,26,46,455,3493,582,1055,651,691,1135,520,1363,739,428,1274,511,622,479,513,488,455,185,582,609,356,538,646,256,243,19,86,13,24,4,22,21,7,57,19,63,50,9,14,7,24,7,5,6,9,18,24,32,39,5,16
41,158514,758979,130011,277187,270148,296799,274248,236516,419937,238238,96209,354809,186710,309496,270946,252608,171694,245115,105291,200164,200351,119906,119631,179067,156192,99723,84,642,136,173,135,95,191,136,171,99,26,184,111,105,123,110,60,158,18,205,34,10,53,55,44,11,96,701,150,152,84,81,211,111,156,160,24,197,88,109,77,116,45,126,7,89,40,9,45,40,40,47,456,3540,597,1071,655,697,1146,531,1369,750,430,1293,518,628,485,523,488,478,185,585,611,357,542,652,259,249,19,91,13,24,5,22,23,7,57,22,63,50,9,14,7,24,7,5,6,9,18,24,32,39,5,16
42,158493,758840,129989,277159,270088,296754,274220,236496,419876,238175,96206,354774,186704,309479,270935,252589,171679,245100,105279,200162,200319,119894,119624,179055,156188,99719,78,730,115,163,119,100,163,116,159,94,28,178,105,103,135,90,49,161,17,197,28,8,51,42,32,11,105,752,173,169,123,103,264,141,189,181,28,231,137,134,89,131,62,152,14,214,49,10,53,58,41,47,467,3600,603,1083,659,699,1162,531,1380,750,430,1308,521,631,502,535,496,496,185,589,611,357,545,652,259,249,19,94,13,24,5,22,23,7,57,22,63,50,9,14,7,24,7,5,6,9,18,24,32,39,5,16
43,158470,758699,129957,277112,270042,296724,274141,236455,419820,238144,96200,354724,186663,309458,270899,252563,171673,245059,105272,200144,200296,119881,119587,179040,156175,99719,87,787,108,169,140,117,138,106,187,136,27,174,61,93,131,94,47,147,22,70,51,19,48,36,33,12,113,861,189,216,130,115,281,161,218,190,31,252,144,152,141,146,74,189,20,234,53,13,68,70,48,50,470,3630,609,1088,659,705,1159,530,1380,750,430,1313,522,632,505,535,496,499,185,593,611,357,547,652,261,252,19,95,13,24,5,22,26,8,57,22,63,50,9,15,7,24,7,5,6,9,18,24,32,39,5,16
44,158428,758505,129929,277022,270035,296677,274058,236403,419732,238108,96195,354665,186647,309406,270865,252502,171644,244986,105263,200089,200264,119877,119527,179016,156153,99709,98,792,106,164,166,134,180,117,199,138,29,191,91,86,113,102,40,147,22,68,64,29,69,39,37,9,137,980,204,249,174,126,312,178,234,222,38,301,164,178,157,172,77,229,23,245,58,16,75,72,51,44,474,3655,626,1092,672,706,1177,540,1394,770,431,1325,526,642,507,538,496,502,186,593,617,357,548,651,263,252,19,97,14,25,5,22,28,8,58,22,63,50,9,15,7,24,8,6,6,9,18,24,32,40,5,16
45,158387,758267,129878,276979,269989,296633,273992,236358,419665,238059,96176,354619,186596,309377,270818,252446,171630,244931,105256,200047,200231,119867,119505,179004,156142,99705,107,764,106,198,122,158,215,144,252,130,26,178,81,103,122,126,62,174,28,102,88,29,119,56,48,17,137,1013,197,250,177,135,308,201,266,204,41,298,162,170,164,177,86,229,22,258,55,15,76,74,57,38,483,3755,637,1112,679,718,1194,548,1413,782,432,1346,531,651,516,549,500,508,186,603,620,358,551,656,271,260,19,100,16,28,5,22,28,8,58,22,63,52,10,15,7,24,8,6,6,9,18,24,32,40,5,16
46,158346,757851,129836,276916,269894,296568,273904,236332,419577,237986,96119,354537,186569,309327,270749,252373,171626,244843,105247,200015,200207,119858,119478,178991,156125,99692,140,879,142,216,159,184,256,158,272,179,39,206,125,129,147,162,64,199,35,127,120,39,136,63,52,19,139,1090,194,239,164,143,308,181,244,191,45,281,164,157,174,166,77,222,21,260,52,15,84,67,57,33,491,3843,659,1136,685,727,1223,555,1428,800,435,1367,540,662,531,564,503,538,187,606,624,359,555,659,272,268,19,102,16,28,5,22,28,9,58,22,63,52,10,15,7,24,8,6,6,10,18,24,32,40,5,16
47,158306,757551,129784,276821,269860,296511,273851,236284,419479,237986,96096,354495,186531,309304,270699,252306,171586,244820,105238,199990,200165,119850,119471,178975,156113,99692,168,1128,175,271,254,231,344,184,360,252,90,272,141,169,197,235,68,272,44,149,144,48,153,76,67,31,142,1138,200,247,214,180,299,186,285,223,48,285,152,156,167,159,76,217,32,243,82,27,84,72,56,27,502,3929,671,1155,698,737,1223,575,1450,813,437,1398,549,684,540,575,512,560,188,614,627,359,557,666,274,274,19,106,16,28,5,22,28,9,58,22,63,54,10,16,7,24,8,6,6,10,18,24,32,40,5,16
48,158280,757452,129771,276787,269828,296477,273851,236276,419479,237986,96083,354421,186508,309289,270664,252303,171569,244752,105236,199981,200151,119843,119467,178966,156107,99692,187,1289,205,338,228,243,369,212,397,189,110,279,173,175,236,283,93,280,41,172,154,44,153,80,75,27,154,1217,214,278,260,197,338,216,307,254,47,314,178,166,197,161,82,245,39,251,105,40,115,82,69,22,520,4018,687,1174,706,745,1260,589,1470,843,437,1429,567,702,558,601,528,579,189,633,628,359,564,673,279,284,19,108,16,29,7,22,28,10,58,23,63,54,10,16,7,24,8,7,6,10,19,24,32,40,5,16
49,158259,757255,129721,276732,269816,296439,273811,236237,419336,237867,96069,354326,186496,309257,270613,252232,171538,244651,105221,199943,200114,119830,119437,178960,156094,99674,190,1247,186,325,214,247,290,179,341,158,117,303,155,169,235,260,104,307,36,163,145,38,120,74,68,27,187,1380,240,356,267,240,421,268,395,290,49,357,187,215,228,220,111,310,48,292,137,44,169,106,85,27,531,4078,705,1189,704,758,1300,600,1504,843,444,1450,582,713,564,625,527,592,189,642,627,359,568,678,279,289,19,110,16,30,9,22,28,10,58,23,63,54,10,16,7,24,9,7,6,11,20,24,34,40,5,16
50,158229,757013,129681,276662,269692,296378,273736,236184,419254,237808,96045,354226,186453,309206,270548,252200,171493,244537,105213,199925,200046,119820,119418,178948,156064,99673,169,1250,208,290,219,238,247,166,396,241,126,339,151,149,252,270,106,335,42,146,150,47,90,56,59,35,224,1521,278,389,294,279,447,294,443,278,65,390,236,234,270,272,124,357,53,332,154,49,189,118,96,30,540,4108,707,1201,704,761,1300,599,1504,843,447,1466,589,716,567,627,527,599,189,655,627,359,568,677,285,294,19,111,16,30,9,23,28,11,58,23,63,54,10,16,7,24,9,8,6,12,20,24,40,41,5,16
51,158194,756680,129604,276529,269581,296307,273593,236116,419193,237757,96017,354110,186415,309149,270492,252100,171456,244425,105193,199868,200004,119799,119367,178918,156042,99669,158,1254,197,317,297,255,256,174,411,251,131,393,143,171,270,246,137,394,43,122,185,47,87,56,78,32,246,1858,290,434,373,331,507,300,519,346,118,450,246,272,332,325,117,433,61,346,172,56,204,118,99,42,544,4198,719,1211,722,766,1337,617,1523,902,448,1479,590,726,572,631,528,603,191,654,643,363,570,677,285,295,19,118,17,30,10,23,31,12,58,25,65,54,11,16,7,24,9,12,6,15,20,25,40,41,5,16
52,158146,756520,129540,276422,269528,296225,273485,236079,419063,237687,95989,353969,186365,309094,270440,252028,171428,244292,105180,199789,199966,119779,119318,178883,155994,99663,152,1171,232,387,313,261,311,216,384,229,102,427,154,178,257,273,170,418,54,147,203,59,111,73,83,23,274,2076,313,507,368,360,507,318,584,325,137,453,234,268,367,377,140,427,63,242,205,63,201,116,108,39,561,4270,749,1229,733,779,1363,637,1534,907,446,1500,607,738,579,649,539,613,192,671,649,365,582,690,299,296,21,125,17,30,15,23,33,12,59,25,71,55,11,16,7,26,9,14,6,16,20,25,40,41,5,16
53,158091,756162,129493,276360,269510,296127,273378,236023,418966,237618,95961,353851,186333,309025,270368,251935,171388,244173,105170,199767,199946,119772,119280,178868,155966,99651,160,1031,244,399,332,286,366,205,416,299,107,526,166,210,259,278,158,528,58,201,199,71,153,92,119,29,288,2039,292,489,380,381,470,296,540,296,146,494,246,255,348,362,144,454,58,231,209,67,189,113,105,36,572,4352,777,1249,772,806,1416,667,1567,928,450,1538,657,765,594,664,556,641,199,799,657,366,592,708,302,299,22,125,18,32,15,24,33,12,59,25,71,56,11,16,7,26,9,15,6,17,21,25,40,41,5,16
54,158032,755942,129453,276284,269473,296044,273331,236001,418836,237571,95943,353748,186300,308973,270282,251875,171356,244116,105155,199699,199911,119759,119243,178834,155943,99643,189,1290,278,427,318,350,473,253,513,368,122,570,175,264,296,368,181,579,66,214,205,71,187,98,141,41,276,2014,314,488,341,396,462,310,648,371,152,517,232,252,374,396,168,509,70,248,238,76,209,112,107,52,583,4488,811,1300,791,819,1453,696,1610,957,454,1570,668,793,648,682,568,682,206,819,667,369,607,720,311,302,23,125,18,33,16,24,33,13,60,25,71,57,11,16,7,26,10,15,6,17,21,25,41,41,5,16
55,157986,755668,129423,276228,269453,295986,273331,235986,418783,237571,95939,353664,186275,308942,270242,251868,171350,244074,105151,199668,199871,119748,119232,178813,155932,99639,227,1313,268,448,343,395,480,236,500,296,126,578,196,284,331,357,182,535,66,244,203,71,194,126,151,31,298,2133,339,533,456,439,512,332,683,430,170,599,268,300,417,408,201,593,78,249,305,86,223,119,130,51,616,4706,837,1355,842,841,1501,720,1645,1000,462,1641,694,828,673,719,575,727,209,840,675,372,616,727,322,304,23,129,20,34,16,25,33,14,60,26,71,58,11,16,7,26,10,16,6,17,21,26,42,41,5,16
56,157970,755422,129385,276142,269386,295957,273247,235962,418700,237497,95925,353579,186262,308898,270180,251837,171339,244013,105147,199645,199859,119734,119210,178787,155895,99627,243,1345,258,434,239,392,405,198,471,237,106,562,178,264,306,332,143,463,62,257,175,72,186,135,132,34,320,2299,407,658,567,492,655,400,744,481,192,699,295,347,454,508,238,690,98,296,347,107,264,149,150,54,624,4824,852,1378,847,859,1526,750,1691,998,468,1657,701,831,695,738,586,755,209,856,676,372,621,732,329,306,23,134,20,36,20,25,33,15,61,28,71,60,11,16,7,27,11,18,6,18,21,26,42,41,5,16
57,157946,755163,129331,275998,269323,295915,273126,235926,418635,237441,95901,353450,186219,308840,270082,251773,171265,243949,105139,199602,199836,119731,119171,178778,155881,99619,224,1258,219,387,195,350,346,154,493,260,92,531,153,251,312,263,117,412,46,223,145,65,157,131,147,42,347,2320,449,737,560,529,735,417,813,488,217,805,339,385,495,561,251,808,99,373,353,115,306,172,194,56,637,4987,861,1386,847,877,1525,747,1689,996,473,1671,711,841,714,738,586,768,208,866,676,372,631,732,330,307,23,138,20,36,20,25,34,18,63,30,72,62,12,16,7,27,11,20,7,18,21,26,42,41,6,16
58,157917,754741,129264,275856,269320,295860,273027,235870,418504,237389,95884,353336,186176,308765,269995,251698,171221,243809,105128,199573,199804,119708,119145,178757,155836,99595,200,1357,209,424,205,310,359,153,428,246,88,519,146,254,358,255,163,343,41,187,130,48,147,105,113,44,379,2537,464,752,532,597,763,432,854,526,239,873,330,433,531,628,285,886,102,377,350,109,307,172,209,68,658,5125,883,1413,906,921,1551,767,1750,1059,476,1703,717,856,725,757,601,783,220,868,708,384,636,742,333,311,23,139,20,37,21,26,36,18,63,30,72,65,12,18,7,27,11,20,7,18,21,26,44,43,7,16
59,157856,754486,129234,275735,269258,295760,272925,235810,418378,237332,95865,353194,186138,308695,269913,251599,171158,243771,105123,199520,199763,119687,119106,178742,155795,99588,174,1421,229,504,190,267,351,153,462,229,77,515,157,260,373,237,167,364,42,194,142,64,135,111,130,56,396,2563,476,738,562,633,727,402,896,537,252,917,347,433,583,627,288,870,108,390,353,118,284,182,210,66,680,5260,915,1460,951,948,1625,808,1806,1090,482,1751,758,872,761,783,607,824,227,886,731,397,673,757,346,311,24,145,20,37,22,29,41,18,63,30,72,67,12,23,7,27,11,20,7,18,21,26,44,43,7,16
60,157821,754082,129160,275661,269152,295658,272848,235761,418256,237268,95849,353066,186078,308625,269828,251552,171143,243688,105111,199465,199701,119669,119065,178722,155782,99568,176,1456,219,549,215,284,406,191,458,239,78,554,162,278,369,276,198,345,32,179,148,72,137,92,148,55,401,2599,455,751,536,647,661,372,882,488,237,955,321,435,576,578,280,857,105,379,360,119,273,191,210,66,720,5449,942,1549,957,991,1708,860,1892,1125,487,1804,773,921,795,844,634,897,236,940,763,401,733,781,368,321,26,150,21,38,23,33,41,18,65,31,72,73,13,26,7,27,13,20,7,19,21,26,44,43,7,16
61,157762,753670,129087,275504,269089,295557,272808,235701,418137,237268,95826,352972,186028,308586,269769,251511,171085,243562,105101,199431,199682,119667,119034,178685,155750,99568,165,1586,263,567,301,328,483,225,527,303,90,598,197,317,414,316,207,386,40,203,170,79,167,91,150,71,376,2429,451,774,508,611,657,370,877,489,194,958,307,429,569,536,287,830,100,370,348,124,268,204,230,65,761,5685,992,1589,1003,1034,1774,905,1959,1174,506,1850,824,949,842,900,648,951,242,982,796,410,755,793,378,325,26,152,22,41,23,34,41,18,65,31,72,73,13,27,7,27,13,21,8,19,21,27,44,43,8,16
62,157739,753466,129056,275454,269047,295535,272765,235681,418137,237268,95801,352894,186008,308566,269697,251507,171078,243540,105098,199393,199651,119645,119006,178651,155740,99568,208,1752,298,638,297,400,439,261,563,229,99,607,234,312,411,326,254,451,46,214,177,67,176,102,145,59,360,2388,453,823,537,596,725,358,844,545,195,1045,312,464,617,533,321,871,99,388,329,119,300,197,232,73,802,6097,1034,1650,1097,1099,1862,931,2045,1246,563,1928,850,998,911,973,651,1038,251,1013,820,419,782,806,394,338,26,156,22,43,24,34,41,18,67,32,72,77,14,28,7,27,14,22,8,20,21,27,44,43,9,16
63,157711,753293,128975,275280,268961,295478,272624,235604,417960,237121,95796,352819,185982,308518,269583,251461,171027,243516,105091,199358,199631,119629,118975,178636,155720,99544,207,1697,275,544,276,380,361,245,498,173,100,556,211,274,385,266,187,409,41,209,185,86,165,127,141,51,363,2711,507,931,508,617,824,406,975,597,199,1085,332,524,669,605,348,943,108,408,347,135,322,209,271,97,842,6389,1083,1743,1130,1156,1913,977,2143,1246,586,1967,888,1021,960,1038,689,1060,260,1035,862,427,789,822,405,338,26,164,25,45,25,34,43,20,67,32,72,80,14,28,8,29,16,23,8,23,21,27,44,43,10,16
64,157697,752935,128909,275157,268957,295423,272554,235505,417791,237050,95777,352666,185951,308421,269474,251410,170985,243410,105082,199307,199590,119616,118925,178614,155684,99532,206,1448,289,576,359,382,403,266,544,268,88,517,194,247,412,237,194,293,37,215,173,79,170,121,116,51,403,2769,487,997,558,679,886,427,958,535,204,1132,358,562,700,633,380,880,98,423,351,143,331,218,299,86,868,6486,1095,1776,1162,1184,1911,982,2141,1246,599,2036,910,1035,995,1041,706,1126,262,1044,876,431,792,831,410,337,26,166,26,46,25,40,45,23,69,32,72,85,15,29,8,29,16,25,8,23,21,30,45,43,11,17
65,157660,752556,128843,275023,268952,295354,272450,235415,417634,236996,95758,352507,185889,308332,269418,251353,170916,243374,105067,199266,199549,119607,118882,178562,155653,99524,159,1551,325,578,301,337,371,305,587,282,88,528,187,274,439,189,173,361,41,213,173,71,181,128,111,56,408,2931,521,1001,540,720,888,423,998,540,196,1160,375,581,720,648,350,849,102,460,345,151,353,226,282,105,889,6680,1145,1828,1173,1221,1950,1020,2282,1365,613,2121,921,1065,1047,1110,736,1227,277,1081,913,444,822,837,420,355,26,169,26,49,26,41,46,24,71,32,72,95,16,31,7,31,17,25,8,24,21,30,45,43,14,17
66,157619,752227,128762,274885,268927,295269,272374,235351,417451,236944,95740,352380,185839,308283,269326,251296,170903,243323,105043,199209,199507,119569,118832,178521,155621,99517,161,1526,317,638,200,304,398,346,622,272,91,559,189,293,410,199,227,314,44,199,152,62,183,160,129,44,432,3010,517,1025,492,750,785,415,1056,489,191,1138,387,563,723,589,371,863,92,437,322,132,333,233,292,101,918,6922,1184,1896,1296,1282,2024,1071,2363,1422,637,2219,964,1114,1112,1142,781,1341,285,1099,981,454,840,849,450,356,27,169,27,51,27,41,47,26,72,34,72,97,16,33,7,31,17,25,8,24,21,30,46,43,14,17
67,157574,751912,128694,274760,268865,295192,272285,235296,417310,236831,95721,352231,185749,308190,269280,251221,170846,243271,105034,199188,199447,119550,118801,178489,155595,99509,143,1443,325,619,162,288,434,350,686,324,86,592,189,303,443,215,182,239,58,222,175,98,202,164,129,51,407,3054,484,968,481,690,720,398,926,419,188,1075,357,528,743,521,350,752,82,396,315,134,312,232,254,95,950,7251,1260,2026,1406,1353,2166,1139,2422,1473,665,2331,1002,1169,1168,1241,817,1449,305,1156,1023,475,891,878,471,360,30,173,28,54,28,41,48,26,74,34,72,101,16,35,7,32,18,29,8,24,21,30,46,44,15,17
68,157551,751603,128686,274682,268783,295138,272200,235214,417191,236831,95680,352142,185699,308127,269205,251203,170822,243181,105027,199153,199432,119540,118762,178474,155579,99505,165,1554,362,694,182,343,480,385,827,437,80,663,259,376,417,286,232,269,64,205,204,95,205,162,145,59,380,2869,518,1080,549,649,754,419,1006,497,165,1032,351,507,785,474,361,657,79,409,315,143,305,232,246,107,998,7407,1323,2131,1459,1434,2274,1176,2552,1543,693,2470,1052,1224,1220,1313,845,1582,318,1235,1061,495,939,913,518,366,30,177,29,56,28,42,48,26,74,34,72,103,16,35,7,32,18,29,8,24,21,30,47,44,16,17
69,157518,751506,128592,274656,268757,295071,272200,235191,417190,236831,95669,351990,185677,308107,269177,251201,170814,243127,105026,199132,199370,119529,118730,178448,155564,99497,160,1690,289,598,178,340,424,390,769,290,116,677,283,391,378,258,205,335,64,205,199,89,213,162,141,39,335,3007,544,1127,516,621,777,496,1045,521,166,1082,349,552,808,465,371,706,73,392,321,143,318,220,259,111,1051,7761,1370,2193,1476,1528,2376,1227,2647,1608,721,2582,1084,1293,1290,1406,884,1701,328,1257,1081,502,974,928,545,378,32,181,29,56,29,46,53,31,76,38,72,109,16,35,9,32,19,29,8,24,21,30,50,44,17,17
70,157493,751412,128538,274518,268652,295046,272111,235174,417019,236721,95667,351880,185657,308053,269152,251161,170800,243115,105016,199113,199343,119525,118719,178439,155552,99494,179,1429,317,501,200,352,354,314,601,219,108,676,274,314,297,209,171,283,56,175,220,87,195,166,120,35,326,3112,580,1205,501,632,881,571,1149,575,181,1157,386,610,824,515,434,700,84,402,322,141,350,251,279,115,1109,7974,1409,2268,1513,1609,2422,1242,2776,1654,739,2684,1117,1343,1375,1466,916,1756,341,1325,1116,515,1007,962,568,386,33,188,30,57,29,48,54,38,77,39,72,110,16,37,10,32,19,31,10,24,21,30,54,44,17,17
71,157443,751109,128472,274385,268554,294994,272029,235115,416820,236669,95641,351763,185606,307948,269067,251055,170711,243028,104994,199081,199270,119517,118683,178416,155541,99483,167,1144,305,505,300,308,339,241,615,275,91,627,232,279,266,192,116,259,51,153,206,82,163,123,101,30,351,3195,623,1257,459,688,873,611,1249,553,185,1199,423,615,854,541,436,690,104,436,352,165,378,266,274,110,1154,8239,1439,2320,1533,1667,2419,1250,2827,1654,743,2765,1142,1373,1413,1473,920,1797,345,1354,1156,526,1016,981,578,390,34,197,30,61,29,48,57,45,79,39,72,113,16,38,12,32,21,32,10,26,21,30,56,46,18,17
72,157403,750785,128409,274275,268523,294897,271880,235014,416631,236612,95612,351581,185503,307848,268995,250943,170650,242900,104970,199049,199178,119499,118628,178387,155506,99461,176,1118,290,500,373,275,345,236,631,275,99,617,233,335,259,241,192,295,49,128,237,52,149,105,80,34,372,3251,637,1238,458,723,841,630,1325,610,180,1219,470,650,802,552,419,678,105,414,389,181,370,289,286,110,1169,8480,1474,2405,1600,1695,2500,1272,2907,1726,757,2849,1154,1415,1475,1504,931,1856,348,1377,1166,538,1037,1004,614,402,35,202,33,62,29,49,60,47,82,41,72,114,17,40,12,32,21,34,11,26,23,32,57,49,19,17
73,157377,750519,128336,274179,268486,294834,271805,234935,416424,236543,95590,351427,185427,307759,268883,250842,170579,242859,104949,199003,199125,119458,118577,178359,155432,99439,171,1127,285,485,342,295,405,282,679,219,109,650,246,342,285,278,196,371,64,139,269,51,173,102,89,48,366,3138,578,1174,537,722,827,656,1313,558,204,1194,477,638,790,495,399,628,101,420,372,168,383,283,257,90,1191,8735,1528,2547,1661,1736,2620,1306,2969,1780,779,2974,1196,1473,1573,1567,1005,1919,356,1420,1187,541,1076,1012,626,410,37,206,33,64,31,50,61,49,85,43,74,118,18,40,12,33,21,35,11,26,25,32,57,50,21,17
