#v_alpha	v_qq	Loss function value
0.181700487914	5.56472328952	2187063537.04
0.0756664448028	6.82239088345	3076820601.33
0.188940110537	6.03703178844	1464724203.01
0.0588133208282	6.63069389568	3119527937.02
0.101452086299	6.46586041096	2996170598.36
0.0924304240916	5.76860322764	3066883013.07
0.156209902896	6.9838362913	2037853509.75
0.0749053043523	6.99411803817	3073974674.83
0.160425543336	6.6156252172	2119818646.98
0.136143023432	6.23075277348	2753490951.53
0.197786433954	5.59289051408	1599456623.93
0.132435412879	5.53721891237	2912879895.26
0.085462083428	6.80007713725	3045804794.91
0.115214987977	5.90908119213	2971342305.31
0.0549064419007	6.82422439527	3123676886.35
0.154547727272	6.76091547471	2215471604.79
0.0842170762545	6.70888050593	3053943331.66
0.150725819199	7.05789749808	2177763197.85
0.0727939552736	6.32703820305	3097390185.57
0.152345598469	6.42779925398	2425133712.89
0.0935384072744	5.6515111742	3068778967.26
0.067542524281	5.77259678879	3118885634.53
0.0526058017158	7.15734727056	3123421577.89
0.156327117744	6.82904029581	2125425188.76
0.203908625408	6.97621417667	2679427350.11
0.134406711964	6.32706417874	2753071313.13
0.0915722164433	6.23886404583	3049105508.73
0.116689945962	5.78119816383	2975677326.11
0.16319321817	6.74075675033	1941116392.4
0.138071050507	6.14242199954	2750548614.64
0.112409605524	6.9720692061	2875464754.46
0.155011957411	6.44673526107	2356110079.54
0.166060507405	6.66066885107	1889328647.53
0.0887943626787	6.39545570656	3051382460.93
0.130859278646	7.18046292112	2600226233.21
0.14576138212	6.45135154159	2548329154.06
0.0543851140674	6.53789236194	3128400059.19
0.0873452861955	5.61745476365	3085068568.2
0.079239254347	6.49336687847	3076860517.09
0.082916715752	6.12453047245	3079004647.79
0.173783062045	6.19054120616	1964031648.43
0.151138086919	6.06830536802	2585570602.64
0.197635945823	6.45242832926	382462686.99
0.097947872374	6.58912920511	3004862690.4
0.152791133233	6.37602815997	2437060998.48
0.0830564901376	5.5861892987	3095256256.34
0.125409569353	5.55088163192	2953401131.62
0.192821337291	6.6306046982	429345457.171
0.132027963786	6.83980348027	2666747731.53
0.0620746240066	5.98136827612	3123999960.1
0.159062534901	6.74922680157	2083361738.44
0.152183695894	5.5193103708	2742612748.55
0.198135876366	5.61207807802	1558933410.89
0.165775554604	6.30922623181	2142172712.1
0.174933519283	6.82932824995	1292903073.59
0.160887129547	6.34997359733	2256321823.99
