#v_alpha	v_qq	Loss function value
0.197715085442	6.65417693723	254032632.011
0.204710012135	7.41704799712	13285541401.1
0.194666175301	7.1652379214	751723525.588
0.200024895193	7.3381205523	4627311113.22
0.203089762154	7.35601337321	8547946750.65
0.189645213491	6.97243181582	280376961.918
0.196864865305	7.34400299709	2538810529.68
0.206563533407	7.31389609629	13376607924
0.178934829671	6.41409569152	1535048246.85
0.211660314236	7.41162294389	36531830631.1
0.204905955399	6.73714735091	1167126014.04
0.176332067545	6.61945356786	1447802665.01
0.185677344754	6.50629347927	1034880683.52
0.207290683484	7.25049532045	12502020706.4
0.21019210795	6.55860443815	1622698831.08
0.215932534595	6.30355944422	1558053843.84
0.18986849566	6.55911232985	693236472.766
0.205712136986	6.85255803173	2347623848.88
0.176387583884	7.14176267993	831722663.071
0.214440174045	6.91463126951	14089358831.4
0.221719732857	7.03834420843	56053875476.5
0.201059683708	7.17972298816	3269511372.55
0.188567187802	7.32745650875	361721417.765
0.213228582332	6.9987121468	15105909083.8
0.213816775976	7.30410845117	37831548983.2
0.193799655309	6.37516953139	699947664.817
0.186648135737	7.40996477748	329866754.994
0.182337332981	6.63315272193	1078018000.86
0.193349112974	6.3011720262	836202249.314
0.18678034847	6.41099083996	1095508785.43
0.193144086676	6.79684923513	279114492.313
0.192323211449	7.08815401702	327448719.961
0.20121911995	6.32873141555	348701361.689
0.182607979193	7.46137067721	252788438.938
0.218680846995	6.77791119596	17596561110
0.18191790818	6.48609131719	1289753767.9
0.224906609325	7.34709695567	167727208313
0.216984251783	7.37693671371	68397502580.5
0.224464138674	6.34357381822	9458297718.8
0.176251530009	6.53384809983	1543284017.07
0.201144506304	6.57520715121	268203683.715
0.207151063218	7.31269490604	14623535716.2
0.223868518753	7.31952747687	140364937177
0.223495256506	6.89785241193	49101244360.5
0.202936520196	6.27999546854	326052141.265
0.216760941279	6.83687791817	15820041810.1
0.202759530202	6.36471677553	272616610.5
0.183997701589	6.83230433395	711580952.311
0.203667529044	6.3761482693	255632256.219
0.206331896981	7.13092123837	7304374012.77
0.20335602805	7.14299577525	4463079242.74
0.204592774583	6.50036267184	342007501.648
0.204488009798	6.89001825253	2126904608.16
0.208881060361	6.64857358674	1874744197.43
0.210279873738	6.46061246144	991671294.902
0.216750970391	6.66463436425	8770799614.66
0.204715477511	6.92815852956	2607533643.44
0.186368651282	6.30437291929	1262729122.82
0.212555410059	6.71437035575	5093351277.88
0.211164545508	6.94369048346	9006126506.74
0.195556235796	6.70073722182	269113836.766
0.201317948046	6.41456303619	279352067.073
0.178334265937	6.86399590232	1041015449.06
0.177722394027	6.62940780984	1359263805.84
0.19216777422	7.49260156386	1597151611.64
0.183066438808	6.76853733386	854558391.137
0.20615475768	7.41768641048	16667935353.5
0.204366367647	7.08189290999	4350898218.39
0.219686572048	6.85354152827	25630570383.8
0.215373695839	6.74017617016	9103960448.71
0.200026268755	7.45753967896	6723644883.78
0.207130280334	6.89231223618	3653902952.97
0.221783843873	6.42166079864	8220895125.95
0.215391903959	6.79546464775	11013267439.7
0.178851929572	7.26239622133	535328422.549
0.209865034547	7.01700364188	9208082118.9
0.182608304304	7.37741952238	273821456.981
0.20149884427	7.11932787059	2855662828.49
0.213898788921	7.27793563551	35856415274.8
0.220435939533	7.25322456039	79905105492.1
0.200401826874	6.83755103575	656432877.231
0.202691206481	7.46529676727	10977580633.5
0.218042982066	7.37271854978	77514881549.6
0.219398245188	6.30324019647	3250701329.42
0.203939148815	6.35041662914	258739648.942
0.212517597185	6.68222954429	4462078273.03
0.213505566863	6.91080492101	12019766136.1
0.179266228892	7.19279006744	584929919.769
0.183126706285	7.48273100103	255438942.121
0.219361746216	6.31854634661	3465131399.82
0.177691388562	7.41197104556	454452526.286
0.177014431069	7.19095185985	732192376.619
0.222928994728	6.37890461739	8426951550.1
0.189004243562	6.34547907256	1047809216.37
0.181725617117	6.36038653044	1451297048.64
0.201775242369	6.51632718728	257352440.813
0.189493352026	6.71608170978	515227457.639
0.216596839146	7.38732912399	66630860700.4
0.216310569862	6.64063329334	7467204343.94
0.18126885796	6.40194503691	1427241266.41
0.212735080683	6.76760623795	6409753728.56
0.196054383285	6.48635991825	422821926.406
0.214259736375	6.40284189889	1829871795.79
0.185643702428	6.97751469817	442526260.859
0.218976494611	6.27261358966	2572391870.26
0.177538042945	6.28421846884	1734047392.44
0.221455903565	6.53987569911	12061856041
0.179628208247	7.18624732775	569658120.712
0.185595496369	7.33840707629	255695424.606
0.209973776718	7.2886064265	21024156951.6
0.216919079196	6.86193813998	17508778710.6
0.211170188531	7.40209507795	33342314257
0.180835040608	7.10938779949	580351186.037
0.219029502204	7.19308607827	57909563551.9
0.214257458291	7.43804325194	55152005129.9
0.184451314445	7.1389031108	354213943.708
0.208395559251	6.95349455362	5783808862.1
0.186112082058	6.5870422853	897594080.596
0.175763155023	7.49556096495	485463573.232
0.177802011074	6.95075026903	969086715.541
0.20294479398	7.26375918153	6186284203.78
0.193432345485	6.82086920007	263155799.809
0.178895127438	6.49634297841	1446531788.39
0.214870108785	7.4531419586	61845161492.2
0.198779429225	7.49860140542	6099435091.14
0.224580122621	7.02307503122	77792890654.6
0.197779903294	7.48007088177	4800840868.09
0.209541016015	7.22848809829	16724549772.6
0.197457650682	6.775171694	281982242.03
0.221089966205	7.25039398401	86149102757
0.186134109042	6.28626776973	1299587916.93
0.185628259233	7.4580446317	318388144.738
0.194905859348	6.96705829407	344858646.946
0.208467850797	7.31640707434	18074717200.8
0.222531088292	7.07415707112	68063590697.3
0.187161440714	6.58321640162	834805256.927
0.207505864335	6.37447303839	346117302.8
0.187190268166	6.30157864265	1218276615.07
0.18462061928	6.31648347155	1346226830.8
0.21635756578	6.38946371792	2665078393.41
0.196749024955	6.45020716256	428231585.727
0.217953469008	6.41432465279	4060992441.27
0.205949715827	7.39072568366	15024007554.3
0.185682010518	7.25524649309	257196663.363
0.200292002907	6.54957838659	253302197.617
0.224986408604	6.65122364388	29705116017.6
0.220208740302	7.04308278861	46484987883.5
0.203431586661	6.27288232985	314370802.492
0.215595388089	6.38252393121	2195112576.46
0.20211590909	6.44361249614	255597815.324
0.196185731584	6.52652106832	373979590.799
0.195063375036	6.27415001422	766993430.095
0.215505823352	7.03688829758	23775518541.4
0.19954314164	6.78840300567	421750575.459
0.22221057284	7.43063207398	145683808123
0.202455848435	6.94442341613	1730540290.48
0.206793875893	6.87025912697	3142166989.85
0.215303837357	6.56081380444	4590419422.56
0.221901331382	7.13607459021	73003862350.6
0.206599884278	7.13570542868	7768746019.32
0.208015958694	6.72647558097	2213627557.14
0.215746438692	7.39069466662	60150263812.5
0.201224935963	7.02053736403	1824230976.99
0.214477925699	6.25992787882	885801816.432
0.219390926212	6.62168761604	11575942733.1
0.193326952729	6.96234828475	269624667.59
0.215484779669	6.66307818653	7043755488.02
0.224632818903	6.48779424447	16650041275.2
0.175525744578	7.06687911314	977999271.551
0.176506955306	6.42178285441	1646277655.16
0.195542270873	6.37191603372	596474995.534
0.2089168421	6.37131992222	452428015.383
0.17902818154	7.42541339162	373909293.741
0.204344957675	6.61162205065	539359425.667
0.201471066903	6.79903323656	703163801.895
0.20648403909	7.13090697461	7498532698.73
0.175894818502	6.86080065918	1198508710.71
0.176247504117	7.40409621684	546789179.869
0.206719698251	6.25849381065	254387820.701
0.18685926733	6.32596934443	1205235801.19
0.212753517142	6.78882297035	6942557972.8
0.192015418813	7.40501415655	1097381660.95
0.191519308182	6.39394894046	818675037.979
0.217405203172	7.31245523331	62280805474.9
0.180464086033	6.28381032468	1600692873.62
0.18654599285	6.69381070994	725962395.546
0.195466912616	7.13902197447	811813031.578
0.207747556652	6.49622237863	661420461.487
0.189802948773	6.91839830854	306802057.467
0.210111037765	7.35940902059	25792678095.5
0.179259375889	6.60426740909	1300766572.59
0.18228037778	6.48297355045	1272553152.88
0.176174186244	7.34010565433	618814650.314
0.21558346849	6.63839771501	6534035230.47
0.219159767609	7.4218125492	99181874955.8
0.184393491217	7.34094920436	254223881.52
0.21057335455	6.52209629816	1478269017.95
0.192626299741	6.4914742472	612003527.476
0.220079971266	6.51879709585	8954354540.71
0.207788218173	6.49543327774	664996814.89
0.211832311188	6.32698625967	694179240.628
0.197684118417	7.48814465284	4836649563.18
0.187226167889	7.26917551689	261750478.024
0.192494052956	7.05175563883	301924355.392
0.219829087603	6.74468582098	18824722581.4
0.215548359964	7.15223486852	32685283402.2
0.178218060868	7.2548924801	582311905.194
0.208941663547	6.5668993153	1279696376.31
0.199234050382	6.59934111135	253204958.056
0.220716177116	6.32484212553	4590580547.18
0.223025849926	6.28759716369	5913489612.09
0.211341184077	7.47910959792	41029236119.9
0.204746061138	6.53520095546	409026501.361
0.197876479102	6.915446521	522249898.699
0.223039510018	6.96221327748	54786779881.8
0.177950323723	6.28682112878	1713124418.71
0.179583713305	7.0152459608	772119362.848
0.190357789883	7.20684594136	339446776.132
0.177743408273	6.90660103455	1026889411.16
0.18713344013	6.86471945865	479995928.86
0.19732653931	7.02574002503	757678720.013
0.216191287362	6.54473934797	5061178368.76
0.196627885602	7.18633635676	1306261351.94
0.215502111479	7.04577307492	24357795083
0.18918400627	6.6440302807	623728687.501
0.188859387146	6.98789610605	294098216.919
0.197760100141	7.35825101024	3201232120.76
0.183065373458	7.24371713008	333680066.123
0.200393159062	7.39528015832	5936233709.51
0.178054058759	7.26085468663	586085277.496
0.209901146197	6.64899376359	2328966022.8
0.207384494556	7.06739033894	7125754275.21
0.176867296988	6.6025141539	1437382381.15
0.184802327466	6.74147221872	776587358.505
0.181922889018	7.42821429075	267927290.677
0.189074210224	6.7845731102	460365388.849
0.213334854576	7.1702864003	25041587856.3
0.211435971798	6.44852220697	1238132366.45
0.191004319899	6.86701518474	300232175.242
0.196990307522	6.94672081807	490175473.554
0.210107312141	6.55835844922	1591165314.71
0.224518542633	6.84860956573	49229511905.5
0.215334942064	7.2116843568	36992165694.8
0.20660241361	6.34396660003	275459537.453
0.199237956847	7.25287624203	2964505945.07
0.18009941075	6.60761908628	1247255674.31
0.192105970378	7.10630610942	334345117.052
0.213719336469	6.67804431854	5462229293.37
0.180124762984	7.04620948047	699361002.158
0.17508180786	7.03979530738	1038975008.8
0.189202697794	7.06409143016	256658114.075
0.217206461055	7.36883042354	69091300095.1
0.201845633501	6.46646295114	254119108.356
0.214711681699	7.18318284434	31522184100.8
0.203638651067	7.22093240065	6097872989.65
0.190858949061	6.35647736303	915028193.576
0.201761584269	6.58671351255	294996127.464
0.216402776682	6.81038633239	13760304100.5
0.222186644904	7.30860602181	112212841950
0.190460845114	7.11187824337	270409110.249
0.21016605032	6.81966445727	4908162561.22
