#v_alpha	v_qq	Loss function value
0.187957034565	6.77234663299	538513464.603
0.226063489492	6.95248707689	78658428659.1
0.182800131359	6.01415913075	1774484275.22
0.207812966887	6.78941379147	2774031422.92
0.202259643771	6.02594139967	693839767.082
0.153221349293	6.96799099938	2147213119.36
0.187050137013	6.66389834992	733012322.761
0.193434398451	6.20119446892	978847740.99
0.20031586514	6.26878525783	459349659.161
0.213075822169	6.68772303766	5053506954.52
0.193248076409	6.81057925601	270379066.049
0.203917309713	6.93280938062	2253311654.14
0.192379924299	6.20402886126	1040602727.58
0.213310277747	6.1548390049	383936409.615
0.193810311984	6.01284730071	1232246622.11
0.219046242866	6.22686616921	2039707409.47
0.182475998537	6.79262265129	861961353.052
0.219783930846	6.32164327958	3806675702.82
0.166711950876	6.22112443854	2168988539.21
0.23601511629	6.49079461259	79105477903.8
0.21938229249	6.98783853497	35916232106.3
0.20358188049	6.10392267183	499134238.937
0.177098891377	6.00409136803	1996794358.13
0.204967355157	6.38640439673	261309995.713
0.193950136541	6.36698062482	702157200.191
0.173416856378	6.43160634815	1775708971.67
0.227061346877	6.98687066744	96842920047.4
0.163978480215	6.72428774772	1923104240.64
0.235984657423	6.98632589396	268916240790
0.244376360017	6.52275338459	227923232874
0.172234466283	6.26421599626	1961658100.75
0.24584674401	6.2713531739	137117951264
0.246037079066	6.17540979725	105712944359
0.168644650912	6.21338109309	2116997423.96
0.207111756988	6.38498900916	336983712.835
0.159589129689	6.55204267251	2181507073.6
0.160983138605	6.21966344308	2321800266.27
0.246358738778	6.29516783147	155540071642
0.155709860312	6.39064049081	2365309297.71
0.201462565207	6.8332602355	826968383.449
0.243556072224	6.56285005888	230247556975
0.244256017146	6.95289674222	586533103531
0.157195184953	6.66804827355	2187658719.63
0.227383867657	6.19483843182	8426388820.49
0.166846930662	6.6098488851	1897166145.93
0.183005174306	6.26166017962	1498741861.53
0.163862236486	6.89315003644	1799811265.45
0.157487945631	6.45597643315	2290410036.57
0.186355443036	6.75217174748	662480518.047
0.203894818685	6.3594629408	256998989.823
0.176565975704	6.30870557818	1753089234.19
0.153587230748	6.67832824537	2283228053.81
0.175322688054	6.14254582844	1947231062.47
0.160665681904	6.119725443	2378528765.55
0.183719657758	6.68100657161	926849581.84
0.17128120879	6.41634285205	1876407984
0.244017194183	6.89725757009	513743515305
0.200864144977	6.43391191893	279727115.772
0.20679700265	6.64490956284	1153277968.21
0.222949383298	6.26263219919	5246758439.36
0.152717982298	6.46376934937	2401667340.82
0.201208631514	6.18376430559	522383955.575
0.191692783041	6.65803834478	458659736.877
0.206524716917	6.00558449534	474331720.344
0.248911661678	6.25132080806	183384525304
0.248417743569	6.77918739645	616910545922
0.189103195887	6.90518230564	342984848.977
0.229190269732	6.39876544858	24027441903.3
0.206110579606	6.23264130159	268109955.551
0.208546675439	6.05872803924	319598304.584
0.207384677003	6.53099767546	727766219.698
0.198409228905	6.43567404071	364391205.861
0.176739504796	6.46441334112	1591699839.5
0.180462707641	6.91855246424	834102722.282
0.165280246703	6.46443321053	2058262263.24
0.224241555385	6.62092441367	24336811912.3
0.151056345247	6.58777038946	2386810166.61
0.230025267414	6.43057024083	30029441817.4
0.245527638085	6.42809251892	203159423169
0.209442527635	6.19648364788	261620862.83
0.152608432677	6.21950193205	2503673504.54
0.218011946535	6.72636258203	13458343844
0.175591163528	6.74211778185	1352770440.61
