Time,Density,Index 
71.7,97.39,1
71.7,1877.94,2
71.7,155.1,3
71.7,84.56,4
71.7,109.19,5
71.7,116.5,6
71.7,86.9,7
71.7,194.52,8
71.7,237.15,9
71.7,232.76,10
71.7,317.43,11
71.7,72.2,12
71.7,300.91,13
71.7,281.49,14
71.7,230.44,15
71.7,491.47,16
71.7,1361.92,17
71.7,1073.23,18
71.7,3066.42,19
71.7,2905.35,20
71.7,997.71,21
71.7,606.95,22
71.7,1299.42,23
71.7,451.1,24
71.7,154.31,25
71.7,375.9,26
