Time,Density,Index 
48.75,97.39,1
48.75,1877.94,2
48.75,155.1,3
48.75,84.56,4
48.75,109.19,5
48.75,116.5,6
48.75,86.9,7
48.75,194.52,8
48.75,237.15,9
48.75,232.76,10
48.75,317.43,11
48.75,72.2,12
48.75,300.91,13
48.75,281.49,14
48.75,230.44,15
48.75,491.47,16
48.75,1361.92,17
48.75,1073.23,18
48.75,3066.42,19
48.75,2905.35,20
48.75,997.71,21
48.75,606.95,22
48.75,1299.42,23
48.75,451.1,24
48.75,154.31,25
48.75,375.9,26
