Time,Density,Index 
34.5,97.39,1
34.5,1877.94,2
34.5,155.1,3
34.5,84.56,4
34.5,109.19,5
34.5,116.5,6
34.5,86.9,7
34.5,194.52,8
34.5,237.15,9
34.5,232.76,10
34.5,317.43,11
34.5,72.2,12
34.5,300.91,13
34.5,281.49,14
34.5,230.44,15
34.5,491.47,16
34.5,1361.92,17
34.5,1073.23,18
34.5,3066.42,19
34.5,2905.35,20
34.5,997.71,21
34.5,606.95,22
34.5,1299.42,23
34.5,451.1,24
34.5,154.31,25
34.5,375.9,26
