Time,Density,Index 
24.45,97.39,1
24.45,1877.94,2
24.45,155.1,3
24.45,84.56,4
24.45,109.19,5
24.45,116.5,6
24.45,86.9,7
24.45,194.52,8
24.45,237.15,9
24.45,232.76,10
24.45,317.43,11
24.45,72.2,12
24.45,300.91,13
24.45,281.49,14
24.45,230.44,15
24.45,491.47,16
24.45,1361.92,17
24.45,1073.23,18
24.45,3066.42,19
24.45,2905.35,20
24.45,997.71,21
24.45,606.95,22
24.45,1299.42,23
24.45,451.1,24
24.45,154.31,25
24.45,375.9,26
