Time,Density,Index 
28.2,97.39,1
28.2,1877.94,2
28.2,155.1,3
28.2,84.56,4
28.2,109.19,5
28.2,116.5,6
28.2,86.9,7
28.2,194.52,8
28.2,237.15,9
28.2,232.76,10
28.2,317.43,11
28.2,72.2,12
28.2,300.91,13
28.2,281.49,14
28.2,230.44,15
28.2,491.47,16
28.2,1361.92,17
28.2,1073.23,18
28.2,3066.42,19
28.2,2905.35,20
28.2,997.71,21
28.2,606.95,22
28.2,1299.42,23
28.2,451.1,24
28.2,154.31,25
28.2,375.9,26
