Time,Density,Index 
3.9,97.39,1
3.9,1877.94,2
3.9,155.1,3
3.9,84.56,4
3.9,109.19,5
3.9,116.5,6
3.9,86.9,7
3.9,194.52,8
3.9,237.15,9
3.9,232.76,10
3.9,317.43,11
3.9,72.2,12
3.9,300.91,13
3.9,281.49,14
3.9,230.44,15
3.9,491.47,16
3.9,1361.92,17
3.9,1073.23,18
3.9,3066.42,19
3.9,2905.35,20
3.9,997.71,21
3.9,606.95,22
3.9,1299.42,23
3.9,451.1,24
3.9,154.31,25
3.9,375.9,26
