Time,Density,Index 
9.45,97.39,1
9.45,1877.94,2
9.45,155.1,3
9.45,84.56,4
9.45,109.19,5
9.45,116.5,6
9.45,86.9,7
9.45,194.52,8
9.45,237.15,9
9.45,232.76,10
9.45,317.43,11
9.45,72.2,12
9.45,300.91,13
9.45,281.49,14
9.45,230.44,15
9.45,491.47,16
9.45,1361.92,17
9.45,1073.23,18
9.45,3066.42,19
9.45,2905.35,20
9.45,997.71,21
9.45,606.95,22
9.45,1299.42,23
9.45,451.1,24
9.45,154.31,25
9.45,375.9,26
