Time,Density,Index 
60.9,97.39,1
60.9,1877.94,2
60.9,155.1,3
60.9,84.56,4
60.9,109.19,5
60.9,116.5,6
60.9,86.9,7
60.9,194.52,8
60.9,237.15,9
60.9,232.76,10
60.9,317.43,11
60.9,72.2,12
60.9,300.91,13
60.9,281.49,14
60.9,230.44,15
60.9,491.47,16
60.9,1361.92,17
60.9,1073.23,18
60.9,3066.42,19
60.9,2905.35,20
60.9,997.71,21
60.9,606.95,22
60.9,1299.42,23
60.9,451.1,24
60.9,154.31,25
60.9,375.9,26
