Time,Density,Index 
7.65,97.39,1
7.65,1877.94,2
7.65,155.1,3
7.65,84.56,4
7.65,109.19,5
7.65,116.5,6
7.65,86.9,7
7.65,194.52,8
7.65,237.15,9
7.65,232.76,10
7.65,317.43,11
7.65,72.2,12
7.65,300.91,13
7.65,281.49,14
7.65,230.44,15
7.65,491.47,16
7.65,1361.92,17
7.65,1073.23,18
7.65,3066.42,19
7.65,2905.35,20
7.65,997.71,21
7.65,606.95,22
7.65,1299.42,23
7.65,451.1,24
7.65,154.31,25
7.65,375.9,26
