Time,Density,Index 
64.65,97.39,1
64.65,1877.94,2
64.65,155.1,3
64.65,84.56,4
64.65,109.19,5
64.65,116.5,6
64.65,86.9,7
64.65,194.52,8
64.65,237.15,9
64.65,232.76,10
64.65,317.43,11
64.65,72.2,12
64.65,300.91,13
64.65,281.49,14
64.65,230.44,15
64.65,491.47,16
64.65,1361.92,17
64.65,1073.23,18
64.65,3066.42,19
64.65,2905.35,20
64.65,997.71,21
64.65,606.95,22
64.65,1299.42,23
64.65,451.1,24
64.65,154.31,25
64.65,375.9,26
