Time,Density,Index 
12.3,97.39,1
12.3,1877.94,2
12.3,155.1,3
12.3,84.56,4
12.3,109.19,5
12.3,116.5,6
12.3,86.9,7
12.3,194.52,8
12.3,237.15,9
12.3,232.76,10
12.3,317.43,11
12.3,72.2,12
12.3,300.91,13
12.3,281.49,14
12.3,230.44,15
12.3,491.47,16
12.3,1361.92,17
12.3,1073.23,18
12.3,3066.42,19
12.3,2905.35,20
12.3,997.71,21
12.3,606.95,22
12.3,1299.42,23
12.3,451.1,24
12.3,154.31,25
12.3,375.9,26
