Time,Density,Index 
59.55,97.39,1
59.55,1877.94,2
59.55,155.1,3
59.55,84.56,4
59.55,109.19,5
59.55,116.5,6
59.55,86.9,7
59.55,194.52,8
59.55,237.15,9
59.55,232.76,10
59.55,317.43,11
59.55,72.2,12
59.55,300.91,13
59.55,281.49,14
59.55,230.44,15
59.55,491.47,16
59.55,1361.92,17
59.55,1073.23,18
59.55,3066.42,19
59.55,2905.35,20
59.55,997.71,21
59.55,606.95,22
59.55,1299.42,23
59.55,451.1,24
59.55,154.31,25
59.55,375.9,26
