Time,Density,Index 
39.15,97.39,1
39.15,1877.94,2
39.15,155.1,3
39.15,84.56,4
39.15,109.19,5
39.15,116.5,6
39.15,86.9,7
39.15,194.52,8
39.15,237.15,9
39.15,232.76,10
39.15,317.43,11
39.15,72.2,12
39.15,300.91,13
39.15,281.49,14
39.15,230.44,15
39.15,491.47,16
39.15,1361.92,17
39.15,1073.23,18
39.15,3066.42,19
39.15,2905.35,20
39.15,997.71,21
39.15,606.95,22
39.15,1299.42,23
39.15,451.1,24
39.15,154.31,25
39.15,375.9,26
