# dim=2, rows=5375
38.85, -6523.67, 2437.15, 0.997453
38.85, -6523.67, 2437.15, 4.11445e-06
38.85, -6523.67, 2437.15, 1.25504e-05
38.85, -6523.67, 2437.15, 0.0023699
38.85, -6523.67, 2437.15, 0.000160434
38.85, -6531.23, 2931.4, 0.997453
38.85, -6531.23, 2931.4, 4.11445e-06
38.85, -6531.23, 2931.4, 1.25504e-05
38.85, -6531.23, 2931.4, 0.0023699
38.85, -6531.23, 2931.4, 0.000160434
38.85, -6102.61, 3075.88, 0.997453
38.85, -6102.61, 3075.88, 4.11445e-06
38.85, -6102.61, 3075.88, 1.25504e-05
38.85, -6102.61, 3075.88, 0.0023699
38.85, -6102.61, 3075.88, 0.000160434
38.85, -5824.43, 2431.68, 0.997453
38.85, -5824.43, 2431.68, 4.11445e-06
38.85, -5824.43, 2431.68, 1.25504e-05
38.85, -5824.43, 2431.68, 0.0023699
38.85, -5824.43, 2431.68, 0.000160434
38.85, -4861.53, 2173.86, 0.997453
38.85, -4861.53, 2173.86, 4.11445e-06
38.85, -4861.53, 2173.86, 1.25504e-05
38.85, -4861.53, 2173.86, 0.0023699
38.85, -4861.53, 2173.86, 0.000160434
38.85, -4716.97, 1148.9, 0.997453
38.85, -4716.97, 1148.9, 4.11445e-06
38.85, -4716.97, 1148.9, 1.25504e-05
38.85, -4716.97, 1148.9, 0.0023699
38.85, -4716.97, 1148.9, 0.000160434
38.85, -5248.01, 1011.24, 0.997452
38.85, -5248.01, 1011.24, 4.11527e-06
38.85, -5248.01, 1011.24, 1.25519e-05
38.85, -5248.01, 1011.24, 0.00237082
38.85, -5248.01, 1011.24, 0.000160434
38.85, -6182.94, 1458.47, 0.99745
38.85, -6182.94, 1458.47, 4.11129e-06
38.85, -6182.94, 1458.47, 1.25445e-05
38.85, -6182.94, 1458.47, 0.00237298
38.85, -6182.94, 1458.47, 0.000160434
38.85, -5054.77, 1592.55, 0.997453
38.85, -5054.77, 1592.55, 4.11445e-06
38.85, -5054.77, 1592.55, 1.25504e-05
38.85, -5054.77, 1592.55, 0.0023699
38.85, -5054.77, 1592.55, 0.000160434
38.85, -5522.24, 1816.17, 0.997453
38.85, -5522.24, 1816.17, 4.11445e-06
38.85, -5522.24, 1816.17, 1.25504e-05
38.85, -5522.24, 1816.17, 0.0023699
38.85, -5522.24, 1816.17, 0.000160434
38.85, -5715.47, 1234.86, 0.997451
38.85, -5715.47, 1234.86, 4.11625e-06
38.85, -5715.47, 1234.86, 1.25538e-05
38.85, -5715.47, 1234.86, 0.00237192
38.85, -5715.47, 1234.86, 0.000160434
38.85, -5342.98, 2302.77, 0.997453
38.85, -5342.98, 2302.77, 4.11445e-06
38.85, -5342.98, 2302.77, 1.25504e-05
38.85, -5342.98, 2302.77, 0.0023699
38.85, -5342.98, 2302.77, 0.000160434
38.85, -6003.69, 1945.08, 0.997453
38.85, -6003.69, 1945.08, 4.11445e-06
38.85, -6003.69, 1945.08, 1.25504e-05
38.85, -6003.69, 1945.08, 0.0023699
38.85, -6003.69, 1945.08, 0.000160434
38.85, -6464.04, 1732.24, 0.997451
38.85, -6464.04, 1732.24, 4.12167e-06
38.85, -6464.04, 1732.24, 1.2564e-05
38.85, -6464.04, 1732.24, 0.00237156
38.85, -6464.04, 1732.24, 0.000160434
38.85, -5151.39, 1301.9, 0.997453
38.85, -5151.39, 1301.9, 4.11445e-06
38.85, -5151.39, 1301.9, 1.25504e-05
38.85, -5151.39, 1301.9, 0.0023699
