Time,Density,Index 
49.35,97.39,1
49.35,1877.94,2
49.35,155.1,3
49.35,84.56,4
49.35,109.19,5
49.35,116.5,6
49.35,86.9,7
49.35,194.52,8
49.35,237.15,9
49.35,232.76,10
49.35,317.43,11
49.35,72.2,12
49.35,300.91,13
49.35,281.49,14
49.35,230.44,15
49.35,491.47,16
49.35,1361.92,17
49.35,1073.23,18
49.35,3066.42,19
49.35,2905.35,20
49.35,997.71,21
49.35,606.95,22
49.35,1299.42,23
49.35,451.1,24
49.35,154.31,25
49.35,375.9,26
