Time,Density,Index 
63.3,97.39,1
63.3,1877.94,2
63.3,155.1,3
63.3,84.56,4
63.3,109.19,5
63.3,116.5,6
63.3,86.9,7
63.3,194.52,8
63.3,237.15,9
63.3,232.76,10
63.3,317.43,11
63.3,72.2,12
63.3,300.91,13
63.3,281.49,14
63.3,230.44,15
63.3,491.47,16
63.3,1361.92,17
63.3,1073.23,18
63.3,3066.42,19
63.3,2905.35,20
63.3,997.71,21
63.3,606.95,22
63.3,1299.42,23
63.3,451.1,24
63.3,154.31,25
63.3,375.9,26
