Time,Density,Index 
32.85,97.39,1
32.85,1877.94,2
32.85,155.1,3
32.85,84.56,4
32.85,109.19,5
32.85,116.5,6
32.85,86.9,7
32.85,194.52,8
32.85,237.15,9
32.85,232.76,10
32.85,317.43,11
32.85,72.2,12
32.85,300.91,13
32.85,281.49,14
32.85,230.44,15
32.85,491.47,16
32.85,1361.92,17
32.85,1073.23,18
32.85,3066.42,19
32.85,2905.35,20
32.85,997.71,21
32.85,606.95,22
32.85,1299.42,23
32.85,451.1,24
32.85,154.31,25
32.85,375.9,26
