Time,Density,Index 
27,97.39,1
27,1877.94,2
27,155.1,3
27,84.56,4
27,109.19,5
27,116.5,6
27,86.9,7
27,194.52,8
27,237.15,9
27,232.76,10
27,317.43,11
27,72.2,12
27,300.91,13
27,281.49,14
27,230.44,15
27,491.47,16
27,1361.92,17
27,1073.23,18
27,3066.42,19
27,2905.35,20
27,997.71,21
27,606.95,22
27,1299.42,23
27,451.1,24
27,154.31,25
27,375.9,26
