Time,Density,Index 
49.2,97.39,1
49.2,1877.94,2
49.2,155.1,3
49.2,84.56,4
49.2,109.19,5
49.2,116.5,6
49.2,86.9,7
49.2,194.52,8
49.2,237.15,9
49.2,232.76,10
49.2,317.43,11
49.2,72.2,12
49.2,300.91,13
49.2,281.49,14
49.2,230.44,15
49.2,491.47,16
49.2,1361.92,17
49.2,1073.23,18
49.2,3066.42,19
49.2,2905.35,20
49.2,997.71,21
49.2,606.95,22
49.2,1299.42,23
49.2,451.1,24
49.2,154.31,25
49.2,375.9,26
