Time,Density,Index 
15.9,97.39,1
15.9,1877.94,2
15.9,155.1,3
15.9,84.56,4
15.9,109.19,5
15.9,116.5,6
15.9,86.9,7
15.9,194.52,8
15.9,237.15,9
15.9,232.76,10
15.9,317.43,11
15.9,72.2,12
15.9,300.91,13
15.9,281.49,14
15.9,230.44,15
15.9,491.47,16
15.9,1361.92,17
15.9,1073.23,18
15.9,3066.42,19
15.9,2905.35,20
15.9,997.71,21
15.9,606.95,22
15.9,1299.42,23
15.9,451.1,24
15.9,154.31,25
15.9,375.9,26
