Time,Density,Index 
13.05,97.39,1
13.05,1877.94,2
13.05,155.1,3
13.05,84.56,4
13.05,109.19,5
13.05,116.5,6
13.05,86.9,7
13.05,194.52,8
13.05,237.15,9
13.05,232.76,10
13.05,317.43,11
13.05,72.2,12
13.05,300.91,13
13.05,281.49,14
13.05,230.44,15
13.05,491.47,16
13.05,1361.92,17
13.05,1073.23,18
13.05,3066.42,19
13.05,2905.35,20
13.05,997.71,21
13.05,606.95,22
13.05,1299.42,23
13.05,451.1,24
13.05,154.31,25
13.05,375.9,26
