Time,Density,Index 
11.55,97.39,1
11.55,1877.94,2
11.55,155.1,3
11.55,84.56,4
11.55,109.19,5
11.55,116.5,6
11.55,86.9,7
11.55,194.52,8
11.55,237.15,9
11.55,232.76,10
11.55,317.43,11
11.55,72.2,12
11.55,300.91,13
11.55,281.49,14
11.55,230.44,15
11.55,491.47,16
11.55,1361.92,17
11.55,1073.23,18
11.55,3066.42,19
11.55,2905.35,20
11.55,997.71,21
11.55,606.95,22
11.55,1299.42,23
11.55,451.1,24
11.55,154.31,25
11.55,375.9,26
