Time,Density,Index 
39.3,97.39,1
39.3,1877.94,2
39.3,155.1,3
39.3,84.56,4
39.3,109.19,5
39.3,116.5,6
39.3,86.9,7
39.3,194.52,8
39.3,237.15,9
39.3,232.76,10
39.3,317.43,11
39.3,72.2,12
39.3,300.91,13
39.3,281.49,14
39.3,230.44,15
39.3,491.47,16
39.3,1361.92,17
39.3,1073.23,18
39.3,3066.42,19
39.3,2905.35,20
39.3,997.71,21
39.3,606.95,22
39.3,1299.42,23
39.3,451.1,24
39.3,154.31,25
39.3,375.9,26
