Time,Density,Index 
23.25,97.39,1
23.25,1877.94,2
23.25,155.1,3
23.25,84.56,4
23.25,109.19,5
23.25,116.5,6
23.25,86.9,7
23.25,194.52,8
23.25,237.15,9
23.25,232.76,10
23.25,317.43,11
23.25,72.2,12
23.25,300.91,13
23.25,281.49,14
23.25,230.44,15
23.25,491.47,16
23.25,1361.92,17
23.25,1073.23,18
23.25,3066.42,19
23.25,2905.35,20
23.25,997.71,21
23.25,606.95,22
23.25,1299.42,23
23.25,451.1,24
23.25,154.31,25
23.25,375.9,26
