Time,Density,Index 
72.3,97.39,1
72.3,1877.94,2
72.3,155.1,3
72.3,84.56,4
72.3,109.19,5
72.3,116.5,6
72.3,86.9,7
72.3,194.52,8
72.3,237.15,9
72.3,232.76,10
72.3,317.43,11
72.3,72.2,12
72.3,300.91,13
72.3,281.49,14
72.3,230.44,15
72.3,491.47,16
72.3,1361.92,17
72.3,1073.23,18
72.3,3066.42,19
72.3,2905.35,20
72.3,997.71,21
72.3,606.95,22
72.3,1299.42,23
72.3,451.1,24
72.3,154.31,25
72.3,375.9,26
