Time,Density,Index 
45.6,97.39,1
45.6,1877.94,2
45.6,155.1,3
45.6,84.56,4
45.6,109.19,5
45.6,116.5,6
45.6,86.9,7
45.6,194.52,8
45.6,237.15,9
45.6,232.76,10
45.6,317.43,11
45.6,72.2,12
45.6,300.91,13
45.6,281.49,14
45.6,230.44,15
45.6,491.47,16
45.6,1361.92,17
45.6,1073.23,18
45.6,3066.42,19
45.6,2905.35,20
45.6,997.71,21
45.6,606.95,22
45.6,1299.42,23
45.6,451.1,24
45.6,154.31,25
45.6,375.9,26
