Time,Density,Index 
43.65,97.39,1
43.65,1877.94,2
43.65,155.1,3
43.65,84.56,4
43.65,109.19,5
43.65,116.5,6
43.65,86.9,7
43.65,194.52,8
43.65,237.15,9
43.65,232.76,10
43.65,317.43,11
43.65,72.2,12
43.65,300.91,13
43.65,281.49,14
43.65,230.44,15
43.65,491.47,16
43.65,1361.92,17
43.65,1073.23,18
43.65,3066.42,19
43.65,2905.35,20
43.65,997.71,21
43.65,606.95,22
43.65,1299.42,23
43.65,451.1,24
43.65,154.31,25
43.65,375.9,26
