Time,Density,Index 
47.85,97.39,1
47.85,1877.94,2
47.85,155.1,3
47.85,84.56,4
47.85,109.19,5
47.85,116.5,6
47.85,86.9,7
47.85,194.52,8
47.85,237.15,9
47.85,232.76,10
47.85,317.43,11
47.85,72.2,12
47.85,300.91,13
47.85,281.49,14
47.85,230.44,15
47.85,491.47,16
47.85,1361.92,17
47.85,1073.23,18
47.85,3066.42,19
47.85,2905.35,20
47.85,997.71,21
47.85,606.95,22
47.85,1299.42,23
47.85,451.1,24
47.85,154.31,25
47.85,375.9,26
