Time,Density,Index 
37.5,97.39,1
37.5,1877.94,2
37.5,155.1,3
37.5,84.56,4
37.5,109.19,5
37.5,116.5,6
37.5,86.9,7
37.5,194.52,8
37.5,237.15,9
37.5,232.76,10
37.5,317.43,11
37.5,72.2,12
37.5,300.91,13
37.5,281.49,14
37.5,230.44,15
37.5,491.47,16
37.5,1361.92,17
37.5,1073.23,18
37.5,3066.42,19
37.5,2905.35,20
37.5,997.71,21
37.5,606.95,22
37.5,1299.42,23
37.5,451.1,24
37.5,154.31,25
37.5,375.9,26
