Time,Density,Index 
5.4,97.39,1
5.4,1877.94,2
5.4,155.1,3
5.4,84.56,4
5.4,109.19,5
5.4,116.5,6
5.4,86.9,7
5.4,194.52,8
5.4,237.15,9
5.4,232.76,10
5.4,317.43,11
5.4,72.2,12
5.4,300.91,13
5.4,281.49,14
5.4,230.44,15
5.4,491.47,16
5.4,1361.92,17
5.4,1073.23,18
5.4,3066.42,19
5.4,2905.35,20
5.4,997.71,21
5.4,606.95,22
5.4,1299.42,23
5.4,451.1,24
5.4,154.31,25
5.4,375.9,26
