Time,Density,Index 
18.75,97.39,1
18.75,1877.94,2
18.75,155.1,3
18.75,84.56,4
18.75,109.19,5
18.75,116.5,6
18.75,86.9,7
18.75,194.52,8
18.75,237.15,9
18.75,232.76,10
18.75,317.43,11
18.75,72.2,12
18.75,300.91,13
18.75,281.49,14
18.75,230.44,15
18.75,491.47,16
18.75,1361.92,17
18.75,1073.23,18
18.75,3066.42,19
18.75,2905.35,20
18.75,997.71,21
18.75,606.95,22
18.75,1299.42,23
18.75,451.1,24
18.75,154.31,25
18.75,375.9,26
