# dim=2, rows=5375
-6523.67, 2437.15, 0.997511
-6523.67, 2437.15, 2.99862e-05
-6523.67, 2437.15, 2.99862e-05
-6523.67, 2437.15, 0.00226896
-6523.67, 2437.15, 0.000159926
-6531.23, 2931.4, 0.997511
-6531.23, 2931.4, 2.99862e-05
-6531.23, 2931.4, 2.99862e-05
-6531.23, 2931.4, 0.00226896
-6531.23, 2931.4, 0.000159926
-6102.61, 3075.88, 0.997511
-6102.61, 3075.88, 2.99862e-05
-6102.61, 3075.88, 2.99862e-05
-6102.61, 3075.88, 0.00226896
-6102.61, 3075.88, 0.000159926
-5824.43, 2431.68, 0.997511
-5824.43, 2431.68, 2.99862e-05
-5824.43, 2431.68, 2.99862e-05
-5824.43, 2431.68, 0.00226896
-5824.43, 2431.68, 0.000159926
-4861.53, 2173.86, 0.997511
-4861.53, 2173.86, 2.99862e-05
-4861.53, 2173.86, 2.99862e-05
-4861.53, 2173.86, 0.00226896
-4861.53, 2173.86, 0.000159926
-4716.97, 1148.9, 0.997511
-4716.97, 1148.9, 2.99862e-05
-4716.97, 1148.9, 2.99862e-05
-4716.97, 1148.9, 0.00226896
-4716.97, 1148.9, 0.000159926
-5248.01, 1011.24, 0.997511
-5248.01, 1011.24, 2.99862e-05
-5248.01, 1011.24, 2.99862e-05
-5248.01, 1011.24, 0.00226896
-5248.01, 1011.24, 0.000159926
-6182.94, 1458.47, 0.997511
-6182.94, 1458.47, 2.99862e-05
-6182.94, 1458.47, 2.99862e-05
-6182.94, 1458.47, 0.00226896
-6182.94, 1458.47, 0.000159926
-5054.77, 1592.55, 0.997511
-5054.77, 1592.55, 2.99862e-05
-5054.77, 1592.55, 2.99862e-05
-5054.77, 1592.55, 0.00226896
-5054.77, 1592.55, 0.000159926
-5522.24, 1816.17, 0.997511
-5522.24, 1816.17, 2.99862e-05
-5522.24, 1816.17, 2.99862e-05
-5522.24, 1816.17, 0.00226896
-5522.24, 1816.17, 0.000159926
-5715.47, 1234.86, 0.997511
-5715.47, 1234.86, 2.99862e-05
-5715.47, 1234.86, 2.99862e-05
-5715.47, 1234.86, 0.00226896
-5715.47, 1234.86, 0.000159926
-5342.98, 2302.77, 0.997511
-5342.98, 2302.77, 2.99862e-05
-5342.98, 2302.77, 2.99862e-05
-5342.98, 2302.77, 0.00226896
-5342.98, 2302.77, 0.000159926
-6003.69, 1945.08, 0.997511
-6003.69, 1945.08, 2.99862e-05
-6003.69, 1945.08, 2.99862e-05
-6003.69, 1945.08, 0.00226896
-6003.69, 1945.08, 0.000159926
-6464.04, 1732.24, 0.997511
-6464.04, 1732.24, 2.99862e-05
-6464.04, 1732.24, 2.99862e-05
-6464.04, 1732.24, 0.00226896
-6464.04, 1732.24, 0.000159926
-5151.39, 1301.9, 0.997511
-5151.39, 1301.9, 2.99862e-05
-5151.39, 1301.9, 2.99862e-05
-5151.39, 1301.9, 0.00226896
-5151.39, 1301.9, 0.000159926
-5385.12, 1413.71, 0.997511
-5385.12, 1413.71, 2.99862e-05
-5385.12, 1413.71, 2.99862e-05
-5385.12, 1413.71, 0.00226896
-5385.12, 1413.71, 0.000159926
-5481.74, 1123.05, 0.997511
-5481.74, 1123.05, 2.99862e-05
-5481.74, 1123.05, 2.99862e-05
-5481.74, 1123.05, 0.00226896
-5481.74, 1123.05, 0.000159926
-5191.89, 1995.02, 0.997511
-5191.89, 1995.02, 2.99862e-05
-5191.89, 1995.02, 2.99862e-05
-5191.89, 1995.02, 0.00226896
-5191.89, 1995.02, 0.000159926
-5288.5, 1704.36, 0.997511
-5288.5, 1704.36, 2.99862e-05
-5288.5, 1704.36, 2.99862e-05
-5288.5, 1704.36, 0.00226896
-5288.5, 1704.36, 0.000159926
-4958.15, 1883.21, 0.997511
-4958.15, 1883.21, 2.99862e-05
-4958.15, 1883.21, 2.99862e-05
-4958.15, 1883.21, 0.00226896
-4958.15, 1883.21, 0.000159926
-5949.2, 1346.67, 0.997511
-5949.2, 1346.67, 2.99862e-05
-5949.2, 1346.67, 2.99862e-05
-5949.2, 1346.67, 0.00226896
